Read the parameters into your program so you an refer to them by state and county,,,,,,,,,
,,,,,,,Cost Parameters,,
ExpenseName,stateAbbrev,stateFIPS,countyortownName,numadults,numkids,yearofdata,expense.misc,,
expense.misc,FL,12,Hardee County,3,2,2020,"5,269",,
expense.misc,FL,12,Hardee County,3,3,2020,"6,221",,
expense.misc,FL,12,Hardee County,3,4,2020,"6,869",,
expense.misc,FL,12,Hendry County,1,0,2020,"1,684",,
expense.misc,FL,12,Hendry County,1,1,2020,"3,056",,
expense.misc,FL,12,Hendry County,1,2,2020,"3,831",,
expense.misc,FL,12,Hendry County,1,3,2020,"4,945",,
expense.misc,FL,12,Hendry County,1,4,2020,"5,677",,
expense.misc,FL,12,Hendry County,2,0,2020,"2,840",,
expense.misc,FL,12,Hendry County,2,1,2020,"3,728",,
expense.misc,FL,12,Hendry County,2,2,2020,"4,479",,
expense.misc,FL,12,Hendry County,2,3,2020,"5,568",,
expense.misc,FL,12,Hendry County,2,4,2020,"6,344",,
expense.misc,FL,12,Hendry County,3,0,2020,"3,291",,
expense.misc,FL,12,Hendry County,3,1,2020,"4,404",,
expense.misc,FL,12,Hendry County,3,2,2020,"5,130",,
expense.misc,FL,12,Hendry County,3,3,2020,"6,038",,
expense.misc,FL,12,Hendry County,3,4,2020,"6,731",,
expense.misc,FL,12,Hernando County,1,0,2020,"1,884",,
expense.misc,FL,12,Hernando County,1,1,2020,"3,195",,
expense.misc,FL,12,Hernando County,1,2,2020,"3,910",,
expense.misc,FL,12,Hernando County,1,3,2020,"4,982",,
expense.misc,FL,12,Hernando County,1,4,2020,"5,653",,
expense.misc,FL,12,Hernando County,2,0,2020,"2,944",,
expense.misc,FL,12,Hernando County,2,1,2020,"3,895",,
expense.misc,FL,12,Hernando County,2,2,2020,"4,585",,
expense.misc,FL,12,Hernando County,2,3,2020,"5,632",,
expense.misc,FL,12,Hernando County,2,4,2020,"6,349",,
expense.misc,FL,12,Hernando County,3,0,2020,"3,529",,
expense.misc,FL,12,Hernando County,3,1,2020,"4,601",,
expense.misc,FL,12,Hernando County,3,2,2020,"5,265",,
expense.misc,FL,12,Hernando County,3,3,2020,"6,338",,
expense.misc,FL,12,Hernando County,3,4,2020,"6,968",,
expense.misc,FL,12,Highlands County,1,0,2020,"1,635",,
expense.misc,FL,12,Highlands County,1,1,2020,"3,046",,
expense.misc,FL,12,Highlands County,1,2,2020,"3,781",,
expense.misc,FL,12,Highlands County,1,3,2020,"4,766",,
expense.misc,FL,12,Highlands County,1,4,2020,"5,457",,
expense.misc,FL,12,Highlands County,2,0,2020,"2,727",,
expense.misc,FL,12,Highlands County,2,1,2020,"3,709",,
expense.misc,FL,12,Highlands County,2,2,2020,"4,419",,
expense.misc,FL,12,Highlands County,2,3,2020,"5,380",,
expense.misc,FL,12,Highlands County,2,4,2020,"6,115",,
expense.misc,FL,12,Highlands County,3,0,2020,"3,315",,
expense.misc,FL,12,Highlands County,3,1,2020,"4,300",,
expense.misc,FL,12,Highlands County,3,2,2020,"4,985",,
expense.misc,FL,12,Highlands County,3,3,2020,"5,898",,
expense.misc,FL,12,Highlands County,3,4,2020,"6,550",,
expense.misc,FL,12,Hillsborough County,1,0,2020,"2,137",,
expense.misc,FL,12,Hillsborough County,1,1,2020,"3,555",,
expense.misc,FL,12,Hillsborough County,1,2,2020,"4,332",,
expense.misc,FL,12,Hillsborough County,1,3,2020,"5,544",,
expense.misc,FL,12,Hillsborough County,1,4,2020,"6,274",,
expense.misc,FL,12,Hillsborough County,2,0,2020,"3,233",,
expense.misc,FL,12,Hillsborough County,2,1,2020,"4,292",,
expense.misc,FL,12,Hillsborough County,2,2,2020,"5,043",,
expense.misc,FL,12,Hillsborough County,2,3,2020,"6,229",,
expense.misc,FL,12,Hillsborough County,2,4,2020,"7,007",,
expense.misc,FL,12,Hillsborough County,3,0,2020,"3,879",,
expense.misc,FL,12,Hillsborough County,3,1,2020,"5,090",,
expense.misc,FL,12,Hillsborough County,3,2,2020,"5,814",,
expense.misc,FL,12,Hillsborough County,3,3,2020,"7,028",,
expense.misc,FL,12,Hillsborough County,3,4,2020,"7,716",,
expense.misc,FL,12,Holmes County,1,0,2020,"1,619",,
expense.misc,FL,12,Holmes County,1,1,2020,"3,127",,
expense.misc,FL,12,Holmes County,1,2,2020,"3,827",,
expense.misc,FL,12,Holmes County,1,3,2020,"4,719",,
expense.misc,FL,12,Holmes County,1,4,2020,"5,370",,
expense.misc,FL,12,Holmes County,2,0,2020,"2,905",,
expense.misc,FL,12,Holmes County,2,1,2020,"3,819",,
expense.misc,FL,12,Holmes County,2,2,2020,"4,492",,
expense.misc,FL,12,Holmes County,2,3,2020,"5,356",,
expense.misc,FL,12,Holmes County,2,4,2020,"6,058",,
expense.misc,FL,12,Holmes County,3,0,2020,"3,495",,
expense.misc,FL,12,Holmes County,3,1,2020,"4,385",,
expense.misc,FL,12,Holmes County,3,2,2020,"5,030",,
expense.misc,FL,12,Holmes County,3,3,2020,"6,178",,
expense.misc,FL,12,Holmes County,3,4,2020,"6,786",,
expense.misc,FL,12,Indian River County,1,0,2020,"1,938",,
expense.misc,FL,12,Indian River County,1,1,2020,"3,315",,
expense.misc,FL,12,Indian River County,1,2,2020,"4,105",,
expense.misc,FL,12,Indian River County,1,3,2020,"5,324",,
expense.misc,FL,12,Indian River County,1,4,2020,"6,062",,
expense.misc,FL,12,Indian River County,2,0,2020,"3,045",,
expense.misc,FL,12,Indian River County,2,1,2020,"4,034",,
expense.misc,FL,12,Indian River County,2,2,2020,"4,795",,
expense.misc,FL,12,Indian River County,2,3,2020,"5,985",,
expense.misc,FL,12,Indian River County,2,4,2020,"6,775",,
expense.misc,FL,12,Indian River County,3,0,2020,"3,642",,
expense.misc,FL,12,Indian River County,3,1,2020,"4,860",,
expense.misc,FL,12,Indian River County,3,2,2020,"5,590",,
expense.misc,FL,12,Indian River County,3,3,2020,"6,653",,
expense.misc,FL,12,Indian River County,3,4,2020,"7,344",,
expense.misc,FL,12,Jackson County,1,0,2020,"1,697",,
expense.misc,FL,12,Jackson County,1,1,2020,"3,081",,
expense.misc,FL,12,Jackson County,1,2,2020,"3,757",,
expense.misc,FL,12,Jackson County,1,3,2020,"4,715",,
expense.misc,FL,12,Jackson County,1,4,2020,"5,348",,
expense.misc,FL,12,Jackson County,2,0,2020,"2,953",,
expense.misc,FL,12,Jackson County,2,1,2020,"3,741",,
expense.misc,FL,12,Jackson County,2,2,2020,"4,394",,
expense.misc,FL,12,Jackson County,2,3,2020,"5,326",,
expense.misc,FL,12,Jackson County,2,4,2020,"6,004",,
expense.misc,FL,12,Jackson County,3,0,2020,"3,407",,
expense.misc,FL,12,Jackson County,3,1,2020,"4,364",,
expense.misc,FL,12,Jackson County,3,2,2020,"4,991",,
expense.misc,FL,12,Jackson County,3,3,2020,"5,681",,
expense.misc,FL,12,Jackson County,3,4,2020,"6,275",,
expense.misc,FL,12,Jefferson County,1,0,2020,"1,767",,
expense.misc,FL,12,Jefferson County,1,1,2020,"3,308",,
expense.misc,FL,12,Jefferson County,1,2,2020,"3,992",,
expense.misc,FL,12,Jefferson County,1,3,2020,"4,985",,
expense.misc,FL,12,Jefferson County,1,4,2020,"5,624",,
expense.misc,FL,12,Jefferson County,2,0,2020,"3,108",,
expense.misc,FL,12,Jefferson County,2,1,2020,"3,978",,
expense.misc,FL,12,Jefferson County,2,2,2020,"4,637",,
expense.misc,FL,12,Jefferson County,2,3,2020,"5,605",,
expense.misc,FL,12,Jefferson County,2,4,2020,"6,290",,
expense.misc,FL,12,Jefferson County,3,0,2020,"3,645",,
expense.misc,FL,12,Jefferson County,3,1,2020,"4,637",,
expense.misc,FL,12,Jefferson County,3,2,2020,"5,270",,
expense.misc,FL,12,Jefferson County,3,3,2020,"6,079",,
expense.misc,FL,12,Jefferson County,3,4,2020,"6,678",,
expense.misc,FL,12,Lafayette County,1,0,2020,"1,743",,
expense.misc,FL,12,Lafayette County,1,1,2020,"3,093",,
expense.misc,FL,12,Lafayette County,1,2,2020,"3,720",,
expense.misc,FL,12,Lafayette County,1,3,2020,"4,617",,
expense.misc,FL,12,Lafayette County,1,4,2020,"5,204",,
expense.misc,FL,12,Lafayette County,2,0,2020,"2,983",,
expense.misc,FL,12,Lafayette County,2,1,2020,"3,731",,
expense.misc,FL,12,Lafayette County,2,2,2020,"4,336",,
expense.misc,FL,12,Lafayette County,2,3,2020,"5,211",,
expense.misc,FL,12,Lafayette County,2,4,2020,"5,838",,
expense.misc,FL,12,Lafayette County,3,0,2020,"3,418",,
expense.misc,FL,12,Lafayette County,3,1,2020,"4,316",,
expense.misc,FL,12,Lafayette County,3,2,2020,"4,898",,
expense.misc,FL,12,Lafayette County,3,3,2020,"5,662",,
expense.misc,FL,12,Lafayette County,3,4,2020,"6,214",,
expense.misc,FL,12,Lake County,1,0,2020,"2,006",,
expense.misc,FL,12,Lake County,1,1,2020,"3,311",,
expense.misc,FL,12,Lake County,1,2,2020,"4,038",,
expense.misc,FL,12,Lake County,1,3,2020,"5,165",,
expense.misc,FL,12,Lake County,1,4,2020,"5,846",,
expense.misc,FL,12,Lake County,2,0,2020,"3,053",,
expense.misc,FL,12,Lake County,2,1,2020,"3,988",,
expense.misc,FL,12,Lake County,2,2,2020,"4,689",,
expense.misc,FL,12,Lake County,2,3,2020,"5,790",,
expense.misc,FL,12,Lake County,2,4,2020,"6,518",,
expense.misc,FL,12,Lake County,3,0,2020,"3,619",,
expense.misc,FL,12,Lake County,3,1,2020,"4,745",,
expense.misc,FL,12,Lake County,3,2,2020,"5,419",,
expense.misc,FL,12,Lake County,3,3,2020,"6,493",,
expense.misc,FL,12,Lake County,3,4,2020,"7,133",,
expense.misc,FL,12,Lee County,1,0,2020,"2,079",,
expense.misc,FL,12,Lee County,1,1,2020,"3,711",,
expense.misc,FL,12,Lee County,1,2,2020,"4,507",,
expense.misc,FL,12,Lee County,1,3,2020,"5,708",,
expense.misc,FL,12,Lee County,1,4,2020,"6,457",,
expense.misc,FL,12,Lee County,2,0,2020,"3,328",,
expense.misc,FL,12,Lee County,2,1,2020,"4,409",,
expense.misc,FL,12,Lee County,2,2,2020,"5,179",,
expense.misc,FL,12,Lee County,2,3,2020,"6,354",,
expense.misc,FL,12,Lee County,2,4,2020,"7,150",,
expense.misc,FL,12,Lee County,3,0,2020,"3,982",,
expense.misc,FL,12,Lee County,3,1,2020,"5,183",,
expense.misc,FL,12,Lee County,3,2,2020,"5,924",,
expense.misc,FL,12,Lee County,3,3,2020,"6,976",,
expense.misc,FL,12,Lee County,3,4,2020,"7,682",,
expense.misc,FL,12,Leon County,1,0,2020,"1,987",,
expense.misc,FL,12,Leon County,1,1,2020,"3,522",,
expense.misc,FL,12,Leon County,1,2,2020,"4,219",,
expense.misc,FL,12,Leon County,1,3,2020,"5,317",,
expense.misc,FL,12,Leon County,1,4,2020,"5,966",,
expense.misc,FL,12,Leon County,2,0,2020,"3,280",,
expense.misc,FL,12,Leon County,2,1,2020,"4,215",,
expense.misc,FL,12,Leon County,2,2,2020,"4,885",,
expense.misc,FL,12,Leon County,2,3,2020,"5,957",,
expense.misc,FL,12,Leon County,2,4,2020,"6,654",,
expense.misc,FL,12,Leon County,3,0,2020,"3,887",,
expense.misc,FL,12,Leon County,3,1,2020,"4,985",,
expense.misc,FL,12,Leon County,3,2,2020,"5,627",,
expense.misc,FL,12,Leon County,3,3,2020,"6,469",,
expense.misc,FL,12,Leon County,3,4,2020,"7,075",,
expense.misc,FL,12,Levy County,1,0,2020,"1,522",,
expense.misc,FL,12,Levy County,1,1,2020,"2,878",,
expense.misc,FL,12,Levy County,1,2,2020,"3,550",,
expense.misc,FL,12,Levy County,1,3,2020,"4,526",,
expense.misc,FL,12,Levy County,1,4,2020,"5,157",,
expense.misc,FL,12,Levy County,2,0,2020,"2,635",,
expense.misc,FL,12,Levy County,2,1,2020,"3,522",,
expense.misc,FL,12,Levy County,2,2,2020,"4,171",,
expense.misc,FL,12,Levy County,2,3,2020,"5,124",,
expense.misc,FL,12,Levy County,2,4,2020,"5,797",,
expense.misc,FL,12,Levy County,3,0,2020,"3,176",,
expense.misc,FL,12,Levy County,3,1,2020,"4,153",,
expense.misc,FL,12,Levy County,3,2,2020,"4,778",,
expense.misc,FL,12,Levy County,3,3,2020,"5,604",,
expense.misc,FL,12,Levy County,3,4,2020,"6,198",,
expense.misc,FL,12,Liberty County,1,0,2020,"1,701",,
expense.misc,FL,12,Liberty County,1,1,2020,"3,122",,
expense.misc,FL,12,Liberty County,1,2,2020,"3,812",,
expense.misc,FL,12,Liberty County,1,3,2020,"4,689",,
expense.misc,FL,12,Liberty County,1,4,2020,"5,332",,
expense.misc,FL,12,Liberty County,2,0,2020,"3,006",,
expense.misc,FL,12,Liberty County,2,1,2020,"3,803",,
expense.misc,FL,12,Liberty County,2,2,2020,"4,466",,
expense.misc,FL,12,Liberty County,2,3,2020,"5,318",,
expense.misc,FL,12,Liberty County,2,4,2020,"6,008",,
expense.misc,FL,12,Liberty County,3,0,2020,"3,471",,
expense.misc,FL,12,Liberty County,3,1,2020,"4,348",,
expense.misc,FL,12,Liberty County,3,2,2020,"4,985",,
expense.misc,FL,12,Liberty County,3,3,2020,"5,834",,
expense.misc,FL,12,Liberty County,3,4,2020,"6,436",,
expense.misc,FL,12,Madison County,1,0,2020,"1,672",,
expense.misc,FL,12,Madison County,1,1,2020,"3,046",,
expense.misc,FL,12,Madison County,1,2,2020,"3,726",,
expense.misc,FL,12,Madison County,1,3,2020,"4,655",,
expense.misc,FL,12,Madison County,1,4,2020,"5,292",,
expense.misc,FL,12,Madison County,2,0,2020,"2,923",,
expense.misc,FL,12,Madison County,2,1,2020,"3,711",,
expense.misc,FL,12,Madison County,2,2,2020,"4,367",,
expense.misc,FL,12,Madison County,2,3,2020,"5,271",,
expense.misc,FL,12,Madison County,2,4,2020,"5,952",,
expense.misc,FL,12,Madison County,3,0,2020,"3,376",,
expense.misc,FL,12,Madison County,3,1,2020,"4,305",,
expense.misc,FL,12,Madison County,3,2,2020,"4,935",,
expense.misc,FL,12,Madison County,3,3,2020,"5,993",,
expense.misc,FL,12,Madison County,3,4,2020,"6,590",,
expense.misc,FL,12,Manatee County,1,0,2020,"2,015",,
expense.misc,FL,12,Manatee County,1,1,2020,"3,438",,
expense.misc,FL,12,Manatee County,1,2,2020,"4,195",,
expense.misc,FL,12,Manatee County,1,3,2020,"5,419",,
expense.misc,FL,12,Manatee County,1,4,2020,"6,128",,
expense.misc,FL,12,Manatee County,2,0,2020,"3,059",,
expense.misc,FL,12,Manatee County,2,1,2020,"4,139",,
expense.misc,FL,12,Manatee County,2,2,2020,"4,870",,
expense.misc,FL,12,Manatee County,2,3,2020,"6,067",,
expense.misc,FL,12,Manatee County,2,4,2020,"6,825",,
expense.misc,FL,12,Manatee County,3,0,2020,"3,750",,
expense.misc,FL,12,Manatee County,3,1,2020,"4,972",,
expense.misc,FL,12,Manatee County,3,2,2020,"5,675",,
expense.misc,FL,12,Manatee County,3,3,2020,"6,856",,
expense.misc,FL,12,Manatee County,3,4,2020,"7,523",,
expense.misc,FL,12,Marion County,1,0,2020,"1,710",,
expense.misc,FL,12,Marion County,1,1,2020,"2,944",,
expense.misc,FL,12,Marion County,1,2,2020,"3,634",,
expense.misc,FL,12,Marion County,1,3,2020,"4,646",,
expense.misc,FL,12,Marion County,1,4,2020,"5,293",,
expense.misc,FL,12,Marion County,2,0,2020,"2,712",,
expense.misc,FL,12,Marion County,2,1,2020,"3,607",,
expense.misc,FL,12,Marion County,2,2,2020,"4,273",,
expense.misc,FL,12,Marion County,2,3,2020,"5,261",,
expense.misc,FL,12,Marion County,2,4,2020,"5,951",,
expense.misc,FL,12,Marion County,3,0,2020,"3,258",,
expense.misc,FL,12,Marion County,3,1,2020,"4,270",,
expense.misc,FL,12,Marion County,3,2,2020,"4,910",,
expense.misc,FL,12,Marion County,3,3,2020,"5,779",,
expense.misc,FL,12,Marion County,3,4,2020,"6,387",,
expense.misc,FL,12,Martin County,1,0,2020,"2,010",,
expense.misc,FL,12,Martin County,1,1,2020,"3,513",,
expense.misc,FL,12,Martin County,1,2,2020,"4,293",,
expense.misc,FL,12,Martin County,1,3,2020,"5,556",,
expense.misc,FL,12,Martin County,1,4,2020,"6,286",,
expense.misc,FL,12,Martin County,2,0,2020,"3,128",,
expense.misc,FL,12,Martin County,2,1,2020,"4,226",,
expense.misc,FL,12,Martin County,2,2,2020,"4,979",,
expense.misc,FL,12,Martin County,2,3,2020,"6,214",,
expense.misc,FL,12,Martin County,2,4,2020,"6,995",,
expense.misc,FL,12,Martin County,3,0,2020,"3,830",,
expense.misc,FL,12,Martin County,3,1,2020,"5,092",,
expense.misc,FL,12,Martin County,3,2,2020,"5,815",,
expense.misc,FL,12,Martin County,3,3,2020,"6,906",,
expense.misc,FL,12,Martin County,3,4,2020,"7,592",,
expense.misc,FL,12,Miami-Dade County,1,0,2020,"2,506",,
expense.misc,FL,12,Miami-Dade County,1,1,2020,"4,056",,
expense.misc,FL,12,Miami-Dade County,1,2,2020,"4,833",,
expense.misc,FL,12,Miami-Dade County,1,3,2020,"6,232",,
expense.misc,FL,12,Miami-Dade County,1,4,2020,"6,960",,
expense.misc,FL,12,Miami-Dade County,2,0,2020,"3,648",,
expense.misc,FL,12,Miami-Dade County,2,1,2020,"4,836",,
expense.misc,FL,12,Miami-Dade County,2,2,2020,"5,585",,
expense.misc,FL,12,Miami-Dade County,2,3,2020,"6,956",,
expense.misc,FL,12,Miami-Dade County,2,4,2020,"7,735",,
expense.misc,FL,12,Miami-Dade County,3,0,2020,"4,441",,
expense.misc,FL,12,Miami-Dade County,3,1,2020,"5,839",,
expense.misc,FL,12,Miami-Dade County,3,2,2020,"6,559",,
expense.misc,FL,12,Miami-Dade County,3,3,2020,"7,886",,
expense.misc,FL,12,Miami-Dade County,3,4,2020,"8,570",,
expense.misc,FL,12,Monroe County,1,0,2020,"2,700",,
expense.misc,FL,12,Monroe County,1,1,2020,"4,797",,
expense.misc,FL,12,Monroe County,1,2,2020,"5,606",,
expense.misc,FL,12,Monroe County,1,3,2020,"7,057",,
expense.misc,FL,12,Monroe County,1,4,2020,"7,810",,
expense.misc,FL,12,Monroe County,2,0,2020,"4,275",,
expense.misc,FL,12,Monroe County,2,1,2020,"5,567",,
expense.misc,FL,12,Monroe County,2,2,2020,"6,344",,
expense.misc,FL,12,Monroe County,2,3,2020,"7,763",,
expense.misc,FL,12,Monroe County,2,4,2020,"8,574",,
expense.misc,FL,12,Monroe County,3,0,2020,"5,186",,
expense.misc,FL,12,Monroe County,3,1,2020,"6,634",,
expense.misc,FL,12,Monroe County,3,2,2020,"7,379",,
expense.misc,FL,12,Monroe County,3,3,2020,"8,929",,
expense.misc,FL,12,Monroe County,3,4,2020,"9,630",,
expense.misc,FL,12,Nassau County,1,0,2020,"1,996",,
expense.misc,FL,12,Nassau County,1,1,2020,"3,532",,
expense.misc,FL,12,Nassau County,1,2,2020,"4,274",,
expense.misc,FL,12,Nassau County,1,3,2020,"5,383",,
expense.misc,FL,12,Nassau County,1,4,2020,"6,075",,
expense.misc,FL,12,Nassau County,2,0,2020,"3,271",,
expense.misc,FL,12,Nassau County,2,1,2020,"4,236",,
expense.misc,FL,12,Nassau County,2,2,2020,"4,950",,
expense.misc,FL,12,Nassau County,2,3,2020,"6,031",,
expense.misc,FL,12,Nassau County,2,4,2020,"6,774",,
expense.misc,FL,12,Nassau County,3,0,2020,"3,879",,
expense.misc,FL,12,Nassau County,3,1,2020,"4,987",,
expense.misc,FL,12,Nassau County,3,2,2020,"5,672",,
expense.misc,FL,12,Nassau County,3,3,2020,"6,877",,
expense.misc,FL,12,Nassau County,3,4,2020,"7,524",,
expense.misc,FL,12,Okaloosa County,1,0,2020,"2,026",,
expense.misc,FL,12,Okaloosa County,1,1,2020,"3,400",,
expense.misc,FL,12,Okaloosa County,1,2,2020,"4,157",,
expense.misc,FL,12,Okaloosa County,1,3,2020,"5,385",,
expense.misc,FL,12,Okaloosa County,1,4,2020,"6,094",,
expense.misc,FL,12,Okaloosa County,2,0,2020,"3,126",,
expense.misc,FL,12,Okaloosa County,2,1,2020,"4,089",,
expense.misc,FL,12,Okaloosa County,2,2,2020,"4,820",,
expense.misc,FL,12,Okaloosa County,2,3,2020,"6,020",,
expense.misc,FL,12,Okaloosa County,2,4,2020,"6,778",,
expense.misc,FL,12,Okaloosa County,3,0,2020,"3,707",,
expense.misc,FL,12,Okaloosa County,3,1,2020,"4,933",,
expense.misc,FL,12,Okaloosa County,3,2,2020,"5,635",,
expense.misc,FL,12,Okaloosa County,3,3,2020,"6,911",,
expense.misc,FL,12,Okaloosa County,3,4,2020,"7,577",,
expense.misc,FL,12,Okeechobee County,1,0,2020,"1,708",,
expense.misc,FL,12,Okeechobee County,1,1,2020,"3,214",,
expense.misc,FL,12,Okeechobee County,1,2,2020,"3,945",,
expense.misc,FL,12,Okeechobee County,1,3,2020,"4,988",,
expense.misc,FL,12,Okeechobee County,1,4,2020,"5,680",,
expense.misc,FL,12,Okeechobee County,2,0,2020,"2,937",,
expense.misc,FL,12,Okeechobee County,2,1,2020,"3,859",,
expense.misc,FL,12,Okeechobee County,2,2,2020,"4,568",,
expense.misc,FL,12,Okeechobee County,2,3,2020,"5,589",,
expense.misc,FL,12,Okeechobee County,2,4,2020,"6,321",,
expense.misc,FL,12,Okeechobee County,3,0,2020,"3,441",,
expense.misc,FL,12,Okeechobee County,3,1,2020,"4,484",,
expense.misc,FL,12,Okeechobee County,3,2,2020,"5,171",,
expense.misc,FL,12,Okeechobee County,3,3,2020,"6,013",,
expense.misc,FL,12,Okeechobee County,3,4,2020,"6,670",,
expense.misc,FL,12,Orange County,1,0,2020,"2,196",,
expense.misc,FL,12,Orange County,1,1,2020,"3,613",,
expense.misc,FL,12,Orange County,1,2,2020,"4,422",,
expense.misc,FL,12,Orange County,1,3,2020,"5,680",,
expense.misc,FL,12,Orange County,1,4,2020,"6,443",,
expense.misc,FL,12,Orange County,2,0,2020,"3,288",,
expense.misc,FL,12,Orange County,2,1,2020,"4,322",,
expense.misc,FL,12,Orange County,2,2,2020,"5,106",,
expense.misc,FL,12,Orange County,2,3,2020,"6,337",,
expense.misc,FL,12,Orange County,2,4,2020,"7,148",,
expense.misc,FL,12,Orange County,3,0,2020,"3,877",,
expense.misc,FL,12,Orange County,3,1,2020,"5,134",,
expense.misc,FL,12,Orange County,3,2,2020,"5,890",,
expense.misc,FL,12,Orange County,3,3,2020,"7,090",,
expense.misc,FL,12,Orange County,3,4,2020,"7,811",,
expense.misc,FL,12,Osceola County,1,0,2020,"2,168",,
expense.misc,FL,12,Osceola County,1,1,2020,"3,488",,
expense.misc,FL,12,Osceola County,1,2,2020,"4,206",,
expense.misc,FL,12,Osceola County,1,3,2020,"5,371",,
expense.misc,FL,12,Osceola County,1,4,2020,"6,045",,
expense.misc,FL,12,Osceola County,2,0,2020,"3,236",,
expense.misc,FL,12,Osceola County,2,1,2020,"4,182",,
expense.misc,FL,12,Osceola County,2,2,2020,"4,875",,
expense.misc,FL,12,Osceola County,2,3,2020,"6,016",,
expense.misc,FL,12,Osceola County,2,4,2020,"6,735",,
expense.misc,FL,12,Osceola County,3,0,2020,"3,806",,
expense.misc,FL,12,Osceola County,3,1,2020,"4,971",,
expense.misc,FL,12,Osceola County,3,2,2020,"5,639",,
expense.misc,FL,12,Osceola County,3,3,2020,"6,749",,
expense.misc,FL,12,Osceola County,3,4,2020,"7,384",,
expense.misc,FL,12,Palm Beach County,1,0,2020,"2,393",,
expense.misc,FL,12,Palm Beach County,1,1,2020,"4,025",,
expense.misc,FL,12,Palm Beach County,1,2,2020,"4,948",,
expense.misc,FL,12,Palm Beach County,1,3,2020,"6,489",,
expense.misc,FL,12,Palm Beach County,1,4,2020,"7,362",,
expense.misc,FL,12,Palm Beach County,2,0,2020,"3,504",,
expense.misc,FL,12,Palm Beach County,2,1,2020,"4,787",,
expense.misc,FL,12,Palm Beach County,2,2,2020,"5,682",,
expense.misc,FL,12,Palm Beach County,2,3,2020,"7,195",,
expense.misc,FL,12,Palm Beach County,2,4,2020,"8,119",,
expense.misc,FL,12,Palm Beach County,3,0,2020,"4,254",,
expense.misc,FL,12,Palm Beach County,3,1,2020,"5,794",,
expense.misc,FL,12,Palm Beach County,3,2,2020,"6,659",,
expense.misc,FL,12,Palm Beach County,3,3,2020,"8,039",,
expense.misc,FL,12,Palm Beach County,3,4,2020,"8,865",,
expense.misc,FL,12,Pasco County,1,0,2020,"2,042",,
expense.misc,FL,12,Pasco County,1,1,2020,"3,398",,
expense.misc,FL,12,Pasco County,1,2,2020,"4,122",,
expense.misc,FL,12,Pasco County,1,3,2020,"5,249",,
expense.misc,FL,12,Pasco County,1,4,2020,"5,926",,
expense.misc,FL,12,Pasco County,2,0,2020,"3,137",,
expense.misc,FL,12,Pasco County,2,1,2020,"4,123",,
expense.misc,FL,12,Pasco County,2,2,2020,"4,821",,
expense.misc,FL,12,Pasco County,2,3,2020,"5,922",,
expense.misc,FL,12,Pasco County,2,4,2020,"6,647",,
expense.misc,FL,12,Pasco County,3,0,2020,"3,761",,
expense.misc,FL,12,Pasco County,3,1,2020,"4,887",,
expense.misc,FL,12,Pasco County,3,2,2020,"5,558",,
expense.misc,FL,12,Pasco County,3,3,2020,"6,687",,
expense.misc,FL,12,Pasco County,3,4,2020,"7,323",,
expense.misc,FL,12,Pinellas County,1,0,2020,"2,088",,
expense.misc,FL,12,Pinellas County,1,1,2020,"3,615",,
expense.misc,FL,12,Pinellas County,1,2,2020,"4,503",,
expense.misc,FL,12,Pinellas County,1,3,2020,"5,808",,
expense.misc,FL,12,Pinellas County,1,4,2020,"6,647",,
expense.misc,FL,12,Pinellas County,2,0,2020,"3,185",,
expense.misc,FL,12,Pinellas County,2,1,2020,"4,345",,
expense.misc,FL,12,Pinellas County,2,2,2020,"5,205",,
expense.misc,FL,12,Pinellas County,2,3,2020,"6,483",,
expense.misc,FL,12,Pinellas County,2,4,2020,"7,372",,
expense.misc,FL,12,Pinellas County,3,0,2020,"3,830",,
expense.misc,FL,12,Pinellas County,3,1,2020,"5,134",,
expense.misc,FL,12,Pinellas County,3,2,2020,"5,967",,
expense.misc,FL,12,Pinellas County,3,3,2020,"7,275",,
expense.misc,FL,12,Pinellas County,3,4,2020,"8,071",,
expense.misc,FL,12,Polk County,1,0,2020,"1,700",,
expense.misc,FL,12,Polk County,1,1,2020,"3,011",,
expense.misc,FL,12,Polk County,1,2,2020,"3,704",,
expense.misc,FL,12,Polk County,1,3,2020,"4,741",,
expense.misc,FL,12,Polk County,1,4,2020,"5,390",,
expense.misc,FL,12,Polk County,2,0,2020,"2,739",,
expense.misc,FL,12,Polk County,2,1,2020,"3,690",,
expense.misc,FL,12,Polk County,2,2,2020,"4,358",,
expense.misc,FL,12,Polk County,2,3,2020,"5,370",,
expense.misc,FL,12,Polk County,2,4,2020,"6,064",,
expense.misc,FL,12,Polk County,3,0,2020,"3,344",,
expense.misc,FL,12,Polk County,3,1,2020,"4,380",,
expense.misc,FL,12,Polk County,3,2,2020,"5,023",,
expense.misc,FL,12,Polk County,3,3,2020,"6,105",,
expense.misc,FL,12,Polk County,3,4,2020,"6,714",,
expense.misc,FL,12,Putnam County,1,0,2020,"1,692",,
expense.misc,FL,12,Putnam County,1,1,2020,"3,123",,
expense.misc,FL,12,Putnam County,1,2,2020,"3,833",,
expense.misc,FL,12,Putnam County,1,3,2020,"4,810",,
expense.misc,FL,12,Putnam County,1,4,2020,"5,476",,
expense.misc,FL,12,Putnam County,2,0,2020,"2,969",,
expense.misc,FL,12,Putnam County,2,1,2020,"3,787",,
expense.misc,FL,12,Putnam County,2,2,2020,"4,473",,
